Coordonnees;sitear;neighbourhood;organisat;photo;governorate;district;householdnum;household;men;women;boys;girls;individual;water_access;electric;openelement;damage;hazards;mines;geo;class;accom;siteclass;scoreclass;longitude;latitude;SSID
"43,891754;34,197498";??? ?????-??????-? ? ??????- ?? ?????? ?(25/???????)- ???? 332-?????- ??????? ???????;??? ?????-??????-? ? ??????- ?? ?????? ?(25/???????)- ???? 332-?????- ??????? ???????;iom;1425585906008.jpg;Salah al-Din;Al-Daur;d. 6-7;5;5;6;10;10;31;3. Minor;4. None;1. Major;3. Minor;1. Major;1. Major;34,197498,43,891754;a. 0-49;unfinished;Collective Center;2.High;43,891754;34,197498;
"44,1950223874;32,6400717767";???????;??? ???;iom;1428389640587.jpg;Kerbala;Al-Hindiya;d. 6-7;5;6;11;9;8;34;1. Major;4. None;1. Major;3. Minor;4. none;4. none;32,6400717767,44,1950223874;a. 0-49;unfinished;Collective Center;3.Moderate;44,19502239;32,64007178;
"44,1438868269;32,4936216557";???? ?????;?????? ??????;iom;1429000458567.jpg;Kerbala;Al-Hindiya;c. 4-5;7;9;6;12;6;33;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;32,4936216557,44,1438868269;a. 0-49;unfinished;Collective Center;2.High;44,14388683;32,49362166;
"44,1544293333;32,4768318655";???? ?????;?????? ??????;iom;1428914124170.jpg;Kerbala;Al-Hindiya;c. 4-5;9;9;10;12;14;45;4. None;2. Moderate;1. Major;3. Minor;4. none;4. none;32,4768318655,44,1544293333;a. 0-49;improved unfinished;Collective Center;3.Moderate;44,15442933;32,47683187;
"43,909349;34,186494";???????? ???????;?? ???????? ???????;iom;1425703548435.jpg;Salah al-Din;Al-Daur;c. 4-5;9;10;12;5;7;34;4. None;2. Moderate;1. Major;3. Minor;4. none;4. none;34,186494,43,909349;a. 0-49;unfinished;informal settlement;3.Moderate;43,909349;34,186494;
"42,8010988382778;36,8571936811784";???? ?????;??????;;1438863480728.jpg;Dahuk;Sumel;d. 6-7;5;6;5;7;12;30;4. None;4. None;3. Minor;3. Minor;4. none;4. none;36,8571936811784,42,8010988382778;a. 0-49;tent;informal settlement;4.Low;42,80109884;36,85719368;IQ0803-0368
"42,8559267574896;36,8523769279955";???? ?????????;?????;;1438605378996.jpg;Dahuk;Sumel;d. 6-7;33;39;45;43;65;192;4. None;4. None;3. Minor;3. Minor;4. none;4. none;36,8523769279955,42,8559267574896;c. 100-249;tent unfinished finished;informal settlement;4.Low;42,85592676;36,85237693;IQ0803-0323
"42,7892933143021;36,7846381090916";;?????;;1439122722821.jpg;Dahuk;Sumel;c. 4-5;8;9;11;8;9;37;4. None;4. None;3. Minor;3. Minor;4. none;4. none;36,7846381090916,42,7892933143021;a. 0-49;unfinished;informal settlement;4.Low;42,78929331;36,78463811;IQ0803-0430
"44,9277609999999;34,5883469999999";;???????? ???? ?????? ?????;;1440660384586.jpg;Diyala;Kifri;d. 6-7;6;12;8;12;10;42;4. None;4. None;3. Minor;3. Minor;4. none;4. none;34,5883469999999,44,9277609999999;a. 0-49;unfinished;informal settlement;4.Low;44,927761;34,588347;IQ1005-0008
"42,8200585087273;36,8448566159967";???? ???? ????;???? ?????;;1439110794718.jpg;Dahuk;Sumel;c. 4-5;8;12;9;12;11;44;4. None;4. None;3. Minor;3. Minor;4. none;4. none;36,8448566159967,42,8200585087273;a. 0-49;unfinished;informal settlement;4.Low;42,82005851;36,84485662;IQ0803-0400
"42,6647609999999;37,157859";;?????;;1439454566281.jpg;Dahuk;Zakho;e. 8-9;9;20;21;19;20;80;4. None;4. None;3. Minor;3. Minor;4. none;4. none;37,157859,42,6647609999999;b. 50-99;unfinished;informal settlement;4.Low;42,664761;37,157859;IQ0804-0054
"43,3607232060508;37,1072546917575";;??????;;1440318757634.jpg;Dahuk;Amedi;d. 6-7;41;60;70;80;60;270;4. None;4. None;3. Minor;3. Minor;3. Minor;4. none;37,1072546917575,43,3607232060508;d. 250-499;unfinished;Collective Center;4.Low;43,36072321;37,10725469;IQ0801-0068
"43,362195;37,1098819999999";;??????;;1440315678606.jpg;Dahuk;Amedi;f. >10;90;100;100;350;340;890;4. None;4. None;3. Minor;3. Minor;3. Minor;4. none;37,1098819999999,43,362195;e. 500-999;unfinished;informal settlement;4.Low;43,362195;37,109882;IQ0801-0022
"42,7873941759464;36,7788809671035";;?????;;1439209738342.jpg;Dahuk;Sumel;f. >10;5;16;17;11;12;56;4. None;4. None;3. Minor;3. Minor;3. Minor;4. none;36,7788809671035,42,7873941759464;b. 50-99;unfinished finished;informal settlement;3.Moderate;42,78739418;36,77888097;IQ0803-0482
"42,9309398650085;36,7796915949744";;??? ????;;1438502776284.jpg;Dahuk;Sumel;c. 4-5;9;5;8;13;18;44;3. Minor;4. None;3. Minor;3. Minor;3. Minor;4. none;36,7796915949744,42,9309398650085;a. 0-49;unfinished;informal settlement;4.Low;42,93093987;36,77969159;IQ0803-0295
"45,3653166133371;34,3422398054692";?????? /???? /??? ???? ?????;?????? /???? /??? ???? ?????;;1440843851712.jpg;Diyala;Khanaqin;b. 2-3;6;5;5;6;5;21;2. Moderate;4. None;3. Minor;3. Minor;4. none;4. none;34,3422398054692,45,3653166133371;a. 0-49;finished;informal settlement;3.Moderate;45,36531661;34,34223981;IQ1004-0157
"45,373161;34,3604279999999";;?????? /???? ????/ ??? ???? ?????? ???;;1440829046266.jpg;Diyala;Khanaqin;b. 2-3;5;1;3;3;5;12;2. Moderate;4. None;3. Minor;3. Minor;4. none;2. Moderate;34,3604279999999,45,373161;a. 0-49;unfinished;informal settlement;2.High;45,373161;34,360428;IQ1004-0043
"45,3750920623375;34,3613725960724";???? ????/??? ???? ?????? ???;?????? / ???????? / ??? ???? ???? ???;;1440826362800.jpg;Diyala;Khanaqin;b. 2-3;5;1;0;9;3;13;2. Moderate;4. None;3. Minor;3. Minor;4. none;4. none;34,3613725960724,45,3750920623375;a. 0-49;unfinished;informal settlement;2.High;45,37509206;34,3613726;IQ1004-0150
"45,3491062255697;34,3027529637858";???? ????/????? ?????;?????? /???? ???? /????? ?????;;1440670781446.jpg;Diyala;Khanaqin;b. 2-3;5;1;1;4;7;13;2. Moderate;4. None;3. Minor;3. Minor;4. none;4. none;34,3027529637858,45,3491062255697;a. 0-49;unfinished;informal settlement;2.High;45,34910623;34,30275296;IQ1004-0153
"45,3657486781231;34,3428887009141";???? /??? ???? ?????;?????? / ???? / ???? ???????;;1440841528455.jpg;Diyala;Khanaqin;b. 2-3;7;5;5;3;6;19;2. Moderate;4. None;3. Minor;3. Minor;4. none;4. none;34,3428887009141,45,3657486781231;a. 0-49;unfinished;informal settlement;2.High;45,36574868;34,3428887;IQ1004-0151
"42,734523;37,1423759999999";;?????? ?????;;1439970924084.jpg;Dahuk;Zakho;d. 6-7;6;9;8;8;11;36;2. Moderate;4. None;3. Minor;3. Minor;4. none;4. none;37,1423759999999,42,734523;a. 0-49;unfinished;informal settlement;3.Moderate;42,734523;37,142376;IQ0804-0277
"42,66572;37,1580889999999";;?????;;1439453378749.jpg;Dahuk;Zakho;e. 8-9;13;28;30;26;25;109;2. Moderate;4. None;3. Minor;3. Minor;3. Minor;4. none;37,1580889999999,42,66572;c. 100-249;unfinished;informal settlement;3.Moderate;42,66572;37,158089;IQ0804-0045
"43,0934221287646;36,9064044523573";???? ????;????;;1438082498977.jpg;Dahuk;Dahuk;f. >10;20;55;75;90;120;340;4. None;4. None;3. Minor;3. Minor;3. Minor;4. none;36,9064044523573,43,0934221287646;d. 250-499;tent unfinished finished;informal settlement;4.Low;43,09342213;36,90640445;IQ0802-0127
"45,3663099999999;34,3130969999999";;?????? /???????/??? ????????;;1440924172481.jpg;Diyala;Khanaqin;b. 2-3;5;3;1;5;8;17;4. None;4. None;3. Minor;3. Minor;4. none;4. none;34,3130969999999,45,3663099999999;a. 0-49;unfinished;informal settlement;3.Moderate;45,36631;34,313097;IQ1004-0060
"42,9316209601184;36,7797206946581";;??? ????;;1438501499188.jpg;Dahuk;Sumel;d. 6-7;10;13;17;12;15;57;3. Minor;4. None;3. Minor;3. Minor;4. none;4. none;36,7797206946581,42,9316209601184;b. 50-99;unfinished;informal settlement;4.Low;42,93162096;36,77972069;IQ0803-0297
"43,347453;37,0395609999999";;????? ( ???? ????????);;1439984667340.jpg;Dahuk;Amedi;d. 6-7;14;19;26;15;18;78;3. Minor;4. None;3. Minor;3. Minor;4. none;4. none;37,0395609999999,43,347453;b. 50-99;unfinished;informal settlement;4.Low;43,347453;37,039561;IQ0801-0012
"43,0021600486488;36,776233414832";????? ????? ????;???? ????;;1438692347021.jpg;Dahuk;Sumel;c. 4-5;7;7;7;12;10;36;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,776233414832,43,0021600486488;a. 0-49;tent finished;informal settlement;3.Moderate;43,00216005;36,77623341;IQ0803-0342
"45,3493287799242;34,3030146162171";???? ???? / ????? ?????;?????? / ???? ???? / ????? ?????;;1440669186519.jpg;Diyala;Khanaqin;b. 2-3;5;4;0;8;4;16;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;34,3030146162171,45,3493287799242;a. 0-49;unfinished;informal settlement;2.High;45,34932878;34,30301462;IQ1004-0148
"42,7918537379711;36,7915591275215";???? ????? ??? ????;?????;;1438846618662.jpg;Dahuk;Sumel;d. 6-7;5;5;5;9;10;29;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7915591275215,42,7918537379711;a. 0-49;unfinished;informal settlement;3.Moderate;42,79185374;36,79155913;IQ0803-0370
"42,9323653417814;36,863530649599";???? ???? ???? ????;????;;1438155491180.jpg;Dahuk;Dahuk;c. 4-5;9;9;9;14;12;44;4. None;3. Minor;3. Minor;3. Minor;3. Minor;4. none;36,863530649599,42,9323653417814;a. 0-49;unfinished;informal settlement;3.Moderate;42,93236534;36,86353065;IQ0802-0136
"42,6638805909099;37,1584694861706";???? ?????? ????;?????;;1439455340768.jpg;Dahuk;Zakho;d. 6-7;7;12;14;10;10;46;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;37,1584694861706,42,6638805909099;a. 0-49;unfinished;informal settlement;3.Moderate;42,66388059;37,15846949;IQ0804-0303
"43,858832;35,9244139999999";;????? - ????? ????;;1440427656160.jpg;Erbil;Erbil;c. 4-5;123;119;121;128;135;503;3. Minor;3. Minor;3. Minor;3. Minor;4. none;4. none;35,9244139999999,43,858832;e. 500-999;open tent finished;informal settlement;3.Moderate;43,858832;35,924414;IQ1102-0037
"42,5453062978808;37,1300730262385";???? ????;??????/?????? ????;;1439370856128.jpg;Dahuk;Zakho;d. 6-7;5;7;5;9;8;29;3. Minor;3. Minor;3. Minor;3. Minor;4. none;4. none;37,1300730262385,42,5453062978808;a. 0-49;unfinished;informal settlement;3.Moderate;42,5453063;37,13007303;IQ0804-0299
"42,7242476707831;37,156211901581";????? ???? ? ????;?????;;1440057371546.jpg;Dahuk;Zakho;d. 6-7;6;5;6;10;13;34;3. Minor;3. Minor;3. Minor;3. Minor;4. none;4. none;37,156211901581,42,7242476707831;a. 0-49;unfinished;informal settlement;3.Moderate;42,72424767;37,1562119;IQ0804-0322
"42,6299615193175;37,1452624951355";???? ????? ????;?????;;1439289030039.jpg;Dahuk;Zakho;e. 8-9;65;111;105;170;150;536;3. Minor;3. Minor;3. Minor;3. Minor;4. none;4. none;37,1452624951355,42,6299615193175;e. 500-999;unfinished;Collective Center;3.Moderate;42,62996152;37,1452625;IQ0804-0298
"42,8204498341364;36,8696780914195";????? ????;???? ????;;1438764931672.jpg;Dahuk;Sumel;d. 6-7;6;7;7;10;11;35;2. Moderate;3. Minor;3. Minor;3. Minor;3. Minor;4. none;36,8696780914195,42,8204498341364;a. 0-49;tent finished;informal settlement;3.Moderate;42,82044983;36,86967809;IQ0803-0349
"42,6741848293546;37,1695195111005";???? ??? ????;????? ????;;1439711955262.jpg;Dahuk;Zakho;d. 6-7;8;9;11;13;14;47;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;37,1695195111005,42,6741848293546;a. 0-49;tent unfinished;informal settlement;3.Moderate;42,67418483;37,16951951;IQ0804-0304
"45,362119;34,34114";;?????? /????/??? ???? ???????;;1440837563994.jpg;Diyala;Khanaqin;b. 2-3;5;3;2;3;5;13;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;2. Moderate;34,34114,45,362119;a. 0-49;unfinished;informal settlement;1.Extreme;45,362119;34,34114;IQ1004-0047
"42,7973006684355;36,856314627573";??? ????;??????;;1438861911331.jpg;Dahuk;Sumel;d. 6-7;5;7;8;11;6;32;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,856314627573,42,7973006684355;a. 0-49;unfinished;informal settlement;2.High;42,79730067;36,85631463;IQ0803-0362
"42,9712817935808;36,789343413561";???? ????? ??????;?????;;1439205653317.jpg;Dahuk;Sumel;d. 6-7;7;8;11;13;9;41;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,789343413561,42,9712817935808;a. 0-49;unfinished;informal settlement;2.High;42,97128179;36,78934341;IQ0803-0460
"42,8185852624782;36,8405458811281";???? ???? ????;???? ?????;;1439114157626.jpg;Dahuk;Sumel;d. 6-7;6;6;9;12;17;44;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,8405458811281,42,8185852624782;a. 0-49;unfinished;informal settlement;3.Moderate;42,81858526;36,84054588;IQ0803-0412
"42,8183009999999;36,8416569999999";;???? ?????;;1439112018590.jpg;Dahuk;Sumel;d. 6-7;7;11;14;10;15;50;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,8416569999999,42,8183009999999;b. 50-99;unfinished;informal settlement;3.Moderate;42,818301;36,841657;IQ0803-0144
"42,9701499215671;36,7899848052799";???? ?????;?????;;1439197132087.jpg;Dahuk;Sumel;e. 8-9;6;7;10;19;15;51;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7899848052799,42,9701499215671;b. 50-99;unfinished;informal settlement;2.High;42,97014992;36,78998481;IQ0803-0456
"42,9716999387868;36,7897386637887";???? ???? ???;?????;;1439205014564.jpg;Dahuk;Sumel;c. 4-5;12;14;16;18;14;62;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7897386637887,42,9716999387868;b. 50-99;unfinished;informal settlement;2.High;42,97169994;36,78973866;IQ0803-0473
"42,8182260417468;36,8398744255057";???? ???? ????;???? ?????;;1439115917377.jpg;Dahuk;Sumel;e. 8-9;8;15;14;20;13;62;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,8398744255057,42,8182260417468;b. 50-99;unfinished;informal settlement;3.Moderate;42,81822604;36,83987443;IQ0803-0425
"42,9659243449802;36,7891739881035";???? ??? ?????;?????;;1439199879767.jpg;Dahuk;Sumel;e. 8-9;11;25;32;18;21;96;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7891739881035,42,9659243449802;b. 50-99;unfinished;informal settlement;2.High;42,96592434;36,78917399;IQ0803-0469
"42,6624855892166;37,1541445067668";?????? ??? ?? ?????;?????;;1439810108582.jpg;Dahuk;Zakho;d. 6-7;23;30;36;28;39;133;2. Moderate;3. Minor;3. Minor;3. Minor;4. none;4. none;37,1541445067668,42,6624855892166;c. 100-249;unfinished;informal settlement;3.Moderate;42,66248559;37,15414451;IQ0804-0307
"42,9683200761497;36,7873444387196";????? ?????? -???? ??? ????;?????;;1439206619822.jpg;Dahuk;Sumel;e. 8-9;12;22;28;32;30;112;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7873444387196,42,9683200761497;c. 100-249;tent unfinished;Collective Center;2.High;42,96832008;36,78734444;IQ0803-0475
"42,786132;37,183241";;?? ????;;1439714739186.jpg;Dahuk;Zakho;c. 4-5;50;12;41;40;98;191;4. None;3. Minor;3. Minor;3. Minor;3. Minor;2. Moderate;37,183241,42,786132;c. 100-249;tent unfinished;informal settlement;2.High;42,786132;37,183241;IQ0804-0168
"42,97342039207;36,7928477464099";???? ????;?????;;1439192922941.jpg;Dahuk;Sumel;c. 4-5;7;7;9;10;9;35;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7928477464099,42,97342039207;a. 0-49;unfinished;informal settlement;3.Moderate;42,97342039;36,79284775;IQ0803-0451
"42,9632244233297;36,7885582247945";???? ??? ???? ????;?????;;1439209308699.jpg;Dahuk;Sumel;d. 6-7;6;8;10;9;12;39;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7885582247945,42,9632244233297;a. 0-49;unfinished;informal settlement;2.High;42,96322442;36,78855822;IQ0803-0463
"42,9659185155737;36,7877936738219";???? ???? ????;?????;;1439207699058.jpg;Dahuk;Sumel;e. 8-9;5;10;12;10;11;43;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7877936738219,42,9659185155737;a. 0-49;unfinished;informal settlement;3.Moderate;42,96591852;36,78779367;IQ0803-0480
"42,9644051110408;36,7873990227775";???? ???? ????;?????;;1439208564877.jpg;Dahuk;Sumel;e. 8-9;9;13;18;25;12;68;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7873990227775,42,9644051110408;b. 50-99;unfinished;informal settlement;3.Moderate;42,96440511;36,78739902;IQ0803-0462
"42,9755062490341;36,7898675109255";???? ???? ????;?????;;1439212241276.jpg;Dahuk;Sumel;e. 8-9;9;13;21;19;22;75;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;36,7898675109255,42,9755062490341;b. 50-99;unfinished;Collective Center;3.Moderate;42,97550625;36,78986751;IQ0803-0484
"43,3396261781529;37,0463972656506";???? ??? ??????;?????;;1440064710564.jpg;Dahuk;Amedi;c. 4-5;43;50;54;30;27;161;4. None;3. Minor;3. Minor;3. Minor;4. none;4. none;37,0463972656506,43,3396261781529;c. 100-249;unfinished;Collective Center;3.Moderate;43,33962618;37,04639727;IQ0801-0069
"42,9882115144188;36,9396343595125";???? ??????;?????;;1438090169230.jpg;Dahuk;Dahuk;d. 6-7;7;12;16;10;5;43;3. Minor;2. Moderate;3. Minor;3. Minor;4. none;4. none;36,9396343595125,42,9882115144188;a. 0-49;unfinished;Collective Center;3.Moderate;42,98821151;36,93963436;IQ0802-0130
"42,9691678764996;36,7900321734183";???? ?????-??? ????;?????;;;Dahuk;Sumel;c. 4-5;14;18;17;10;20;65;4. None;2. Moderate;3. Minor;3. Minor;4. none;4. none;36,7900321734183,42,9691678764996;b. 50-99;tent;Collective Center;3.Moderate;42,96916788;36,79003217;IQ0803-0453
"42,9792502034485;36,7929326025106";???? ??????? ????;?????;;1439189101437.jpg;Dahuk;Sumel;e. 8-9;9;13;11;25;23;72;4. None;2. Moderate;3. Minor;3. Minor;4. none;4. none;36,7929326025106,42,9792502034485;b. 50-99;tent unfinished;informal settlement;3.Moderate;42,9792502;36,7929326;IQ0803-0434
"42,9706368344501;36,7915129589021";???? ???? ?????;?????;;1439195340209.jpg;Dahuk;Sumel;d. 6-7;5;5;5;7;11;28;4. None;2. Moderate;3. Minor;3. Minor;4. none;4. none;36,7915129589021,42,9706368344501;a. 0-49;unfinished;informal settlement;3.Moderate;42,97063683;36,79151296;IQ0803-0442
"43,4831198526961;37,1049777398716";????? ??????;??????;;1440062032286.jpg;Dahuk;Amedi;c. 4-5;6;5;7;7;10;29;4. None;2. Moderate;3. Minor;3. Minor;4. none;4. none;37,1049777398716,43,4831198526961;a. 0-49;unfinished;Collective Center;3.Moderate;43,48311985;37,10497774;IQ0801-0062
"42,9734651311318;36,7940365679104";???? ?????;?????;;1439191732123.jpg;Dahuk;Sumel;c. 4-5;6;7;8;10;8;33;4. None;2. Moderate;3. Minor;3. Minor;4. none;4. none;36,7940365679104,42,9734651311318;a. 0-49;unfinished;informal settlement;3.Moderate;42,97346513;36,79403657;IQ0803-0448
"42,978202101095;36,7930572081918";???? ????;?????;;1439190682482.jpg;Dahuk;Sumel;e. 8-9;5;6;8;13;16;43;4. None;2. Moderate;3. Minor;3. Minor;4. none;4. none;36,7930572081918,42,978202101095;a. 0-49;unfinished;informal settlement;3.Moderate;42,9782021;36,79305721;IQ0803-0486
"44,3079893588;32,1913394957";???? ???? ????? ???????;????? ??????? 2;reach_initiative;1425984699119.jpg;Najaf;Najaf;c. 4-5;5;5;5;4;4;18;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,1913394957,44,3079893588;a. 0-49;finished;informal settlement;4.Low;44,30798936;32,1913395;
"45,2622359975;32,0621325011";???? ????? ?????? ????? ????????;???? ???;reach_initiative;1427527794659.jpg;Qadissiya;Afaq;c. 4-5;5;5;6;7;3;21;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,0621325011,45,2622359975;a. 0-49;finished;informal settlement;3.Moderate;45,262236;32,0621325;
"44,3125581391;32,1782420401";?? ??????;??? ?????;reach_initiative;1425724589929.jpg;Najaf;Najaf;c. 4-5;5;5;6;5;7;23;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,1782420401,44,3125581391;a. 0-49;finished;informal settlement;4.Low;44,31255814;32,17824204;
"45,1544592543;32,0563525968";???? ??? ???? ??????;????? ???;reach_initiative;1429699245894.jpg;Qadissiya;Afaq;c. 4-5;5;4;5;6;9;24;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,0563525968,45,1544592543;a. 0-49;finished;informal settlement;4.Low;45,15445925;32,0563526;
"44,3257316982;32,1283167765";???? ????? ????? ???????;????? ??????? ???;reach_initiative;1425897539921.jpg;Najaf;Najaf;c. 4-5;5;5;5;13;4;27;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,1283167765,44,3257316982;a. 0-49;finished;informal settlement;4.Low;44,3257317;32,12831678;
"44,3252847858;32,1237695494";?????? ?????? ???;???? ???;reach_initiative;1425885193966.jpg;Najaf;Najaf;b. 2-3;9;7;7;14;2;30;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,1237695494,44,3252847858;a. 0-49;finished;informal settlement;3.Moderate;44,32528479;32,12376955;
"44,3263382676;32,130936176";???? ???? ??????;???? ???;reach_initiative;1425710367012.jpg;Najaf;Najaf;c. 4-5;7;7;7;7;9;30;4. None;4. None;3. Minor;3. Minor;3. Minor;4. none;32,130936176,44,3263382676;a. 0-49;finished;informal settlement;3.Moderate;44,32633827;32,13093618;
"44,3258871261;32,1301745275";???? ???? ??????;???? ???;reach_initiative;1425633731331.jpg;Najaf;Najaf;c. 4-5;6;6;6;9;9;30;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,1301745275,44,3258871261;a. 0-49;finished;informal settlement;3.Moderate;44,32588713;32,13017453;
"43,9764780086;32,6490970748";???????2;??????;iom;1428220317676.jpg;Kerbala;Kerbala;d. 6-7;5;5;6;11;9;31;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,6490970748,43,9764780086;a. 0-49;finished;Collective Center;4.Low;43,97647801;32,64909707;
"44,3100338925;32,185149627";???? ??? ???????;????? ???????;reach_initiative;1425975580708.jpg;Najaf;Najaf;d. 6-7;6;11;7;9;9;36;4. None;4. None;3. Minor;3. Minor;4. none;4. none;32,185149627,44,3100338925;a. 0-49;finished;informal settlement;3.Moderate;44,31003389;32,18514963;
"45,2971019223;31,2851886358";???????;????? ??????;iom;1425368296739.jpg;Muthanna;Al-Samawa;d. 6-7;6;5;7;12;13;37;4. None;4. None;3. Minor;3. Minor;3. Minor;4. none;31,2851886358,45,2971019223;a. 0-49;finished;informal settlement;4.Low;45,29710192;31,28518864;
